step,train_loss,pre_clip_gradient_norm,clipped,learning_rate,attention_future_edge_probability
36,1.3672945499420166,0.06660101562738419,0,1.8e-05,1.0
37,1.373539924621582,0.07335938513278961,0,1.85e-05,1.0
38,1.3908052444458008,0.07621309161186218,0,1.9e-05,1.0
39,1.3683143854141235,0.06451989710330963,0,1.9500000000000003e-05,1.0
40,1.3687089681625366,0.06108848750591278,0,2e-05,1.0
41,1.3386147022247314,0.03905520960688591,0,2.05e-05,1.0
42,1.366617202758789,0.0626678466796875,0,2.1e-05,1.0
43,1.3598041534423828,0.048586104065179825,0,2.15e-05,1.0
44,1.3422610759735107,0.05496545508503914,0,2.2000000000000003e-05,1.0
45,1.354278802871704,0.05035947635769844,0,2.25e-05,1.0
46,1.3541319370269775,0.054654911160469055,0,2.3000000000000003e-05,1.0
47,1.3619346618652344,0.05093126371502876,0,2.35e-05,1.0
48,1.361175298690796,0.049698807299137115,0,2.4e-05,1.0
49,1.3589694499969482,0.04495454579591751,0,2.45e-05,1.0
50,1.349913477897644,0.03553007170557976,0,2.5e-05,1.0
51,1.3553342819213867,0.039038464426994324,0,2.5500000000000003e-05,1.0
52,1.3514827489852905,0.04186491668224335,0,2.6000000000000002e-05,1.0
53,1.3466696739196777,0.03129943832755089,0,2.6500000000000004e-05,1.0
54,1.3408154249191284,0.040241118520498276,0,2.7000000000000002e-05,1.0
55,1.3451929092407227,0.035314738750457764,0,2.7500000000000004e-05,1.0
56,1.338681936264038,0.033741191029548645,0,2.8000000000000003e-05,1.0
57,1.3445112705230713,0.030940908938646317,0,2.8499999999999998e-05,1.0
58,1.3473701477050781,0.02309996634721756,0,2.9e-05,1.0
59,1.3410677909851074,0.02957039512693882,0,2.95e-05,1.0
60,1.349267601966858,0.026530396193265915,0,3e-05,1.0
61,1.335795283317566,0.029498662799596786,0,3.05e-05,1.0
62,1.3432648181915283,0.027930302545428276,0,3.1e-05,1.0
63,1.3290205001831055,0.025756677612662315,0,3.15e-05,1.0
64,1.3371360301971436,0.028071265667676926,0,3.2000000000000005e-05,1.0
65,1.327368140220642,0.042551442980766296,0,3.2500000000000004e-05,1.0
66,1.3373814821243286,0.04069562628865242,0,3.3e-05,1.0
67,1.3442418575286865,0.026935752481222153,0,3.35e-05,1.0
68,1.348307490348816,0.036805421113967896,0,3.4000000000000007e-05,1.0
69,1.342435359954834,0.04067648574709892,0,3.45e-05,1.0
70,1.3519341945648193,0.0276325736194849,0,3.5e-05,1.0
71,1.329962134361267,0.026134779676795006,0,3.55e-05,1.0
72,1.3477805852890015,0.029100187122821808,0,3.6e-05,1.0
73,1.3296055793762207,0.030885247513651848,0,3.65e-05,1.0
74,1.338727593421936,0.02412993088364601,0,3.7e-05,1.0
75,1.338524580001831,0.031940482556819916,0,3.7500000000000003e-05,1.0
76,1.3427716493606567,0.024969328194856644,0,3.8e-05,1.0
77,1.3390495777130127,0.02603134512901306,0,3.85e-05,1.0
78,1.3415820598602295,0.021237878128886223,0,3.9000000000000006e-05,1.0
79,1.3304779529571533,0.027119778096675873,0,3.9500000000000005e-05,1.0
80,1.3294540643692017,0.022380882874131203,0,4e-05,1.0
81,1.3322514295578003,0.024831390008330345,0,4.05e-05,1.0
82,1.326122760772705,0.027505958452820778,0,4.1e-05,1.0
83,1.3364949226379395,0.028329968452453613,0,4.15e-05,1.0
84,1.3327850103378296,0.02548266015946865,0,4.2e-05,1.0
85,1.3181190490722656,0.027713965624570847,0,4.25e-05,1.0
86,1.3331348896026611,0.029388457536697388,0,4.3e-05,1.0
87,1.3204576969146729,0.027293488383293152,0,4.35e-05,1.0
88,1.3322464227676392,0.024666020646691322,0,4.4000000000000006e-05,1.0
89,1.336862564086914,0.02629501186311245,0,4.4500000000000004e-05,1.0
90,1.350640058517456,0.03002179227769375,0,4.5e-05,1.0
91,1.3340848684310913,0.029154829680919647,0,4.55e-05,1.0
92,1.3233106136322021,0.02680555172264576,0,4.600000000000001e-05,1.0
93,1.326985239982605,0.030316125601530075,0,4.6500000000000005e-05,1.0
94,1.3476243019104004,0.033409249037504196,0,4.7e-05,1.0
95,1.3322749137878418,0.03465132415294647,0,4.75e-05,1.0
96,1.331574559211731,0.031729914247989655,0,4.8e-05,1.0
97,1.3526902198791504,0.044496119022369385,0,4.85e-05,1.0
98,1.3345561027526855,0.03398675471544266,0,4.9e-05,1.0
99,1.3320159912109375,0.0341687835752964,0,4.9500000000000004e-05,1.0
100,1.3283220529556274,0.03606071323156357,0,5e-05,1.0
101,1.3363884687423706,0.03594315052032471,0,5e-05,1.0
102,1.3484721183776855,0.03206792101264,0,5e-05,1.0
103,1.327932357788086,0.030043192207813263,0,5e-05,1.0
104,1.3299219608306885,0.029883861541748047,0,5e-05,1.0
105,1.3205604553222656,0.03136558458209038,0,5e-05,1.0
106,1.3411492109298706,0.04029501974582672,0,5e-05,1.0
107,1.332146167755127,0.02579217031598091,0,5e-05,1.0
108,1.344788670539856,0.04226160794496536,0,5e-05,1.0
109,1.3314815759658813,0.04080847278237343,0,5e-05,1.0
110,1.330988883972168,0.03292468562722206,0,5e-05,1.0
111,1.3403180837631226,0.03812834247946739,0,5e-05,1.0
112,1.3340373039245605,0.031144673004746437,0,5e-05,1.0
113,1.329861044883728,0.038316406309604645,0,5e-05,1.0
114,1.3305150270462036,0.03169736638665199,0,5e-05,1.0
115,1.344771385192871,0.0303950235247612,0,5e-05,1.0
116,1.333436131477356,0.028837330639362335,0,5e-05,1.0
117,1.3344017267227173,0.027901222929358482,0,5e-05,1.0
118,1.333699107170105,0.03808079659938812,0,5e-05,1.0
119,1.3201713562011719,0.02932848036289215,0,5e-05,1.0
120,1.3400672674179077,0.03569166362285614,0,5e-05,1.0
121,1.3394848108291626,0.038582220673561096,0,5e-05,1.0
122,1.3415098190307617,0.0252436101436615,0,5e-05,1.0
123,1.3313660621643066,0.03270110860466957,0,5e-05,1.0
124,1.3318140506744385,0.03898769989609718,0,5e-05,1.0
125,1.3256365060806274,0.03475961089134216,0,5e-05,1.0
126,1.3349076509475708,0.03765175864100456,0,5e-05,1.0
127,1.3360217809677124,0.033727388828992844,0,5e-05,1.0
128,1.3384853601455688,0.03330693021416664,0,5e-05,1.0
129,1.3313392400741577,0.02895374782383442,0,5e-05,1.0
130,1.3335257768630981,0.033954083919525146,0,5e-05,1.0
131,1.332385540008545,0.03664200380444527,0,5e-05,1.0
132,1.3400988578796387,0.047926951199769974,0,5e-05,1.0
133,1.3379511833190918,0.03037521429359913,0,5e-05,1.0
134,1.3328801393508911,0.034348905086517334,0,5e-05,1.0
135,1.3307154178619385,0.056800633668899536,0,5e-05,1.0
136,1.340755820274353,0.042098648846149445,0,5e-05,1.0
137,1.3321322202682495,0.04640393704175949,0,5e-05,1.0
138,1.3338381052017212,0.03048389032483101,0,5e-05,1.0
139,1.3391804695129395,0.036882419139146805,0,5e-05,1.0
140,1.3368701934814453,0.03914285823702812,0,5e-05,1.0
141,1.336139440536499,0.03837548568844795,0,5e-05,1.0
142,1.324981451034546,0.0341213084757328,0,5e-05,1.0
143,1.3354090452194214,0.04249485954642296,0,5e-05,1.0
144,1.32609224319458,0.03592267259955406,0,5e-05,1.0
145,1.3216125965118408,0.054627373814582825,0,5e-05,1.0
146,1.3143198490142822,0.037360597401857376,0,5e-05,1.0
147,1.327441930770874,0.038606196641922,0,5e-05,1.0
148,1.325402021408081,0.04147560894489288,0,5e-05,1.0
149,1.3259633779525757,0.03559213504195213,0,5e-05,1.0
150,1.3349056243896484,0.04258060082793236,0,5e-05,1.0
151,1.3230783939361572,0.0403146930038929,0,5e-05,1.0
152,1.3234411478042603,0.04326647147536278,0,5e-05,1.0
153,1.3323887586593628,0.03987748548388481,0,5e-05,1.0
154,1.3376853466033936,0.04771437868475914,0,5e-05,1.0
155,1.3375903367996216,0.04126765951514244,0,5e-05,1.0
156,1.3408207893371582,0.050516240298748016,0,5e-05,1.0
157,1.3341492414474487,0.04730933904647827,0,5e-05,1.0
158,1.3304353952407837,0.02853103168308735,0,5e-05,1.0
159,1.323668122291565,0.03800048679113388,0,5e-05,1.0
160,1.3259086608886719,0.04823659732937813,0,5e-05,1.0
161,1.3257359266281128,0.03875284641981125,0,5e-05,1.0
162,1.3279420137405396,0.04301442205905914,0,5e-05,1.0
163,1.3187415599822998,0.050942856818437576,0,5e-05,1.0
164,1.327052116394043,0.0359332300722599,0,5e-05,1.0
165,1.3321583271026611,0.0410330556333065,0,5e-05,1.0
166,1.3242449760437012,0.03533398360013962,0,5e-05,1.0
167,1.3398044109344482,0.04751524701714516,0,5e-05,1.0
168,1.3404734134674072,0.04604937881231308,0,5e-05,1.0
169,1.336889386177063,0.05133897066116333,0,5e-05,1.0
170,1.334130883216858,0.04322564974427223,0,5e-05,1.0
171,1.3375459909439087,0.0433666817843914,0,5e-05,1.0
172,1.3237899541854858,0.038113053888082504,0,5e-05,1.0
173,1.3374695777893066,0.04982759803533554,0,5e-05,1.0
174,1.3176394701004028,0.04027095437049866,0,5e-05,1.0
175,1.322395920753479,0.039174433797597885,0,5e-05,1.0
176,1.3286250829696655,0.06822888553142548,0,5e-05,1.0
177,1.3413509130477905,0.0361873023211956,0,5e-05,1.0
178,1.326245903968811,0.0425729937851429,0,5e-05,1.0
179,1.329114317893982,0.04747650772333145,0,5e-05,1.0
180,1.3270933628082275,0.03738607466220856,0,5e-05,1.0
181,1.327527403831482,0.04233265295624733,0,5e-05,1.0
182,1.3218728303909302,0.03481914475560188,0,5e-05,1.0
183,1.3386902809143066,0.03955232724547386,0,5e-05,1.0
184,1.3313217163085938,0.06529397517442703,0,5e-05,1.0
185,1.3302888870239258,0.05254540219902992,0,5e-05,1.0
186,1.3198992013931274,0.050362616777420044,0,5e-05,1.0
187,1.328906536102295,0.048071909695863724,0,5e-05,1.0
188,1.3245583772659302,0.0476192906498909,0,5e-05,1.0
189,1.32585871219635,0.0633319765329361,0,5e-05,1.0
190,1.3208175897598267,0.07288827002048492,0,5e-05,1.0
191,1.32577383518219,0.08236958086490631,0,5e-05,1.0
192,1.3328195810317993,0.06391731649637222,0,5e-05,1.0
193,1.3301002979278564,0.05298515409231186,0,5e-05,1.0
194,1.3185392618179321,0.05408322811126709,0,5e-05,1.0
195,1.3166391849517822,0.04858504980802536,0,5e-05,1.0
196,1.3349241018295288,0.04553449526429176,0,5e-05,1.0
197,1.3273718357086182,0.042870741337537766,0,5e-05,1.0
198,1.3317608833312988,0.0479314960539341,0,5e-05,1.0
199,1.322652816772461,0.036999933421611786,0,5e-05,1.0
200,1.3343091011047363,0.04161699488759041,0,5e-05,1.0
201,1.3264508247375488,0.04451868683099747,0,5e-05,1.0
202,1.3478350639343262,0.06506742537021637,0,5e-05,1.0
203,1.340846300125122,0.0412900485098362,0,5e-05,1.0
204,1.3296477794647217,0.0378742441534996,0,5e-05,1.0
205,1.319434642791748,0.03920494765043259,0,5e-05,1.0
206,1.3334577083587646,0.04130416736006737,0,5e-05,1.0
207,1.3369041681289673,0.05104484036564827,0,5e-05,1.0
208,1.3236501216888428,0.04488787055015564,0,5e-05,1.0
209,1.323798656463623,0.04648837819695473,0,5e-05,1.0
210,1.3326045274734497,0.08415538817644119,0,5e-05,1.0
211,1.3348618745803833,0.06302624195814133,0,5e-05,1.0
212,1.3277415037155151,0.04315132275223732,0,5e-05,1.0
213,1.3300303220748901,0.05358985811471939,0,5e-05,1.0
214,1.339523434638977,0.05201215669512749,0,5e-05,1.0
215,1.327641248703003,0.04435469210147858,0,5e-05,1.0
216,1.3233681917190552,0.07824209332466125,0,5e-05,1.0
217,1.325324535369873,0.04685103893280029,0,5e-05,1.0
218,1.3218601942062378,0.08306970447301865,0,5e-05,1.0
219,1.3305058479309082,0.060548655688762665,0,5e-05,1.0
220,1.3261375427246094,0.0733230710029602,0,5e-05,1.0
221,1.3388324975967407,0.0811113640666008,0,5e-05,1.0
222,1.3062665462493896,0.06115855649113655,0,5e-05,1.0
223,1.3381516933441162,0.052351027727127075,0,5e-05,1.0
224,1.3321583271026611,0.0507749505341053,0,5e-05,1.0
225,1.3335901498794556,0.05010194331407547,0,5e-05,1.0
226,1.3325988054275513,0.05067576840519905,0,5e-05,1.0
227,1.3198524713516235,0.05620180815458298,0,5e-05,1.0
228,1.3284153938293457,0.04544418305158615,0,5e-05,1.0
229,1.3218278884887695,0.04439893737435341,0,5e-05,1.0
230,1.3219236135482788,0.039248671382665634,0,5e-05,1.0
231,1.338218331336975,0.04444103688001633,0,5e-05,1.0
232,1.323399543762207,0.06654822081327438,0,5e-05,1.0
233,1.3400236368179321,0.0617644302546978,0,5e-05,1.0
234,1.3223170042037964,0.07386752218008041,0,5e-05,1.0
235,1.3193539381027222,0.05642754212021828,0,5e-05,1.0
236,1.3087713718414307,0.04963543266057968,0,5e-05,1.0
237,1.3355683088302612,0.05979997292160988,0,5e-05,1.0
238,1.3179631233215332,0.06685538589954376,0,5e-05,1.0
239,1.3246866464614868,0.05249638110399246,0,5e-05,1.0
240,1.3304715156555176,0.05017890781164169,0,5e-05,1.0
241,1.329843521118164,0.04889313504099846,0,5e-05,1.0
242,1.325352668762207,0.06938507407903671,0,5e-05,1.0
243,1.3191766738891602,0.06393304467201233,0,5e-05,1.0
244,1.3324859142303467,0.07159528881311417,0,5e-05,1.0
245,1.3217943906784058,0.05881518870592117,0,5e-05,1.0
246,1.3226574659347534,0.06962137669324875,0,5e-05,1.0
247,1.3244808912277222,0.0813620388507843,0,5e-05,1.0
248,1.3284988403320312,0.07755099982023239,0,5e-05,1.0
249,1.3328206539154053,0.06829806417226791,0,5e-05,1.0
250,1.3313865661621094,0.04777274280786514,0,5e-05,1.0
251,1.3190796375274658,0.06169891357421875,0,5e-05,1.0
252,1.3200329542160034,0.05805400013923645,0,5e-05,1.0
253,1.3194301128387451,0.07702994346618652,0,5e-05,1.0
254,1.3175901174545288,0.06561773270368576,0,5e-05,1.0
255,1.3210474252700806,0.07335387915372849,0,5e-05,1.0
256,1.319434642791748,0.07668710500001907,0,5e-05,1.0
257,1.3300436735153198,0.1012519896030426,0,5e-05,1.0
258,1.3253191709518433,0.06916921585798264,0,5e-05,1.0
259,1.3165221214294434,0.056834932416677475,0,5e-05,1.0
260,1.3297821283340454,0.07296501100063324,0,5e-05,1.0
261,1.319286823272705,0.06038082018494606,0,5e-05,1.0
262,1.338055968284607,0.05555367469787598,0,5e-05,1.0
263,1.3316365480422974,0.07616467028856277,0,5e-05,1.0
264,1.3374766111373901,0.08071859925985336,0,5e-05,1.0
265,1.3131849765777588,0.0699661523103714,0,5e-05,1.0
266,1.317641019821167,0.061771128326654434,0,5e-05,1.0
267,1.3296306133270264,0.051711734384298325,0,5e-05,1.0
268,1.3109797239303589,0.06744957715272903,0,5e-05,1.0
269,1.3272745609283447,0.04142690822482109,0,5e-05,1.0
270,1.3291189670562744,0.042088814079761505,0,5e-05,1.0
271,1.3360869884490967,0.04119908809661865,0,5e-05,1.0
272,1.3284611701965332,0.04921789467334747,0,5e-05,1.0
273,1.314868450164795,0.06341946870088577,0,5e-05,1.0
274,1.3405135869979858,0.06330642849206924,0,5e-05,1.0
275,1.312549114227295,0.07564797252416611,0,5e-05,1.0
276,1.3196728229522705,0.053564563393592834,0,5e-05,1.0
277,1.3109874725341797,0.08779940009117126,0,5e-05,1.0
278,1.3272647857666016,0.05002465471625328,0,5e-05,1.0
279,1.3279845714569092,0.08294225484132767,0,5e-05,1.0
280,1.3256680965423584,0.09807384014129639,0,5e-05,1.0
281,1.325029730796814,0.06154514104127884,0,5e-05,1.0
282,1.3237310647964478,0.1061352789402008,0,5e-05,1.0
283,1.316373586654663,0.09523618221282959,0,5e-05,1.0
284,1.3174947500228882,0.0580088272690773,0,5e-05,1.0
285,1.320258617401123,0.06428290158510208,0,5e-05,1.0
286,1.3319308757781982,0.06152909994125366,0,5e-05,1.0
287,1.3368440866470337,0.07651098817586899,0,5e-05,1.0
288,1.315460205078125,0.05871868506073952,0,5e-05,1.0
289,1.3260136842727661,0.04526898264884949,0,5e-05,1.0
290,1.3323603868484497,0.0635981410741806,0,5e-05,1.0
291,1.3214553594589233,0.05493985489010811,0,5e-05,1.0
292,1.3166669607162476,0.06552113592624664,0,5e-05,1.0
293,1.3109947443008423,0.06346817314624786,0,5e-05,1.0
294,1.3283897638320923,0.06424016505479813,0,5e-05,1.0
295,1.31865394115448,0.05556182935833931,0,5e-05,1.0
296,1.3201192617416382,0.08301737159490585,0,5e-05,1.0
297,1.3238807916641235,0.055976253002882004,0,5e-05,1.0
298,1.3285843133926392,0.04940749704837799,0,5e-05,1.0
299,1.3162841796875,0.059712424874305725,0,5e-05,1.0
300,1.320858359336853,0.07384607940912247,0,5e-05,1.0
301,1.322067141532898,0.07556229084730148,0,5e-05,1.0
302,1.3245575428009033,0.07301943004131317,0,5e-05,1.0
303,1.3143986463546753,0.05251726135611534,0,5e-05,1.0
304,1.3175405263900757,0.06213504821062088,0,5e-05,1.0
305,1.3179901838302612,0.07626914232969284,0,5e-05,1.0
306,1.3200191259384155,0.07241795212030411,0,5e-05,1.0
307,1.3281551599502563,0.061329323798418045,0,5e-05,1.0
308,1.3266760110855103,0.08847127854824066,0,5e-05,1.0
309,1.3275820016860962,0.08121301233768463,0,5e-05,1.0
310,1.3157649040222168,0.07711531221866608,0,5e-05,1.0
311,1.3185724020004272,0.060080885887145996,0,5e-05,1.0
312,1.3225646018981934,0.09011673182249069,0,5e-05,1.0
313,1.3136975765228271,0.05663665384054184,0,5e-05,1.0
314,1.320313572883606,0.050367217510938644,0,5e-05,1.0
315,1.3311206102371216,0.06786233931779861,0,5e-05,1.0
316,1.3277472257614136,0.04979981482028961,0,5e-05,1.0
317,1.323304295539856,0.0574641227722168,0,5e-05,1.0
318,1.327768325805664,0.08099145442247391,0,5e-05,1.0
319,1.3177134990692139,0.08292181044816971,0,5e-05,1.0
320,1.3230382204055786,0.06534899026155472,0,5e-05,1.0
321,1.3209096193313599,0.06062416732311249,0,5e-05,1.0
322,1.3114490509033203,0.060568418353796005,0,5e-05,1.0
323,1.340729832649231,0.07426662743091583,0,5e-05,1.0
324,1.3268733024597168,0.07139734923839569,0,5e-05,1.0
325,1.3212510347366333,0.07689914107322693,0,5e-05,1.0
326,1.324742317199707,0.05955824628472328,0,5e-05,1.0
327,1.3328620195388794,0.07211750745773315,0,5e-05,1.0
328,1.309316635131836,0.11244263499975204,0,5e-05,1.0
329,1.3205649852752686,0.10744129121303558,0,5e-05,1.0
330,1.3167051076889038,0.09199775010347366,0,5e-05,1.0
331,1.309966802597046,0.0694061815738678,0,5e-05,1.0
332,1.3287110328674316,0.0708664059638977,0,5e-05,1.0
333,1.3192660808563232,0.0908220112323761,0,5e-05,1.0
334,1.3272342681884766,0.051840201020240784,0,5e-05,1.0
335,1.3127034902572632,0.060711123049259186,0,5e-05,1.0
336,1.328209400177002,0.05924566462635994,0,5e-05,1.0
337,1.3066836595535278,0.08917441964149475,0,5e-05,1.0
338,1.3342751264572144,0.06422463804483414,0,5e-05,1.0
339,1.3197288513183594,0.06621620804071426,0,5e-05,1.0
340,1.3203399181365967,0.06186147779226303,0,5e-05,1.0
341,1.315362572669983,0.06340604275465012,0,5e-05,1.0
342,1.3267900943756104,0.08295010775327682,0,5e-05,1.0
343,1.3216180801391602,0.06672494858503342,0,5e-05,1.0
344,1.33242928981781,0.08040265738964081,0,5e-05,1.0
345,1.3383185863494873,0.1117672324180603,0,5e-05,1.0
346,1.326472520828247,0.056048061698675156,0,5e-05,1.0
347,1.3157927989959717,0.06415370106697083,0,5e-05,1.0
348,1.319079875946045,0.07083241641521454,0,5e-05,1.0
349,1.3334813117980957,0.0527428463101387,0,5e-05,1.0
350,1.31638765335083,0.06717392802238464,0,5e-05,1.0
351,1.3219131231307983,0.06876269727945328,0,5e-05,1.0
352,1.3266695737838745,0.06445776671171188,0,5e-05,1.0
353,1.3220045566558838,0.08853912353515625,0,5e-05,1.0
354,1.3206562995910645,0.0887593999505043,0,5e-05,1.0
355,1.3243910074234009,0.11101190000772476,0,5e-05,1.0
356,1.3305104970932007,0.08924125880002975,0,5e-05,1.0
357,1.3213213682174683,0.06617800146341324,0,5e-05,1.0
358,1.3264352083206177,0.08241701871156693,0,5e-05,1.0
359,1.3221989870071411,0.07264605164527893,0,5e-05,1.0
360,1.3113418817520142,0.0697101280093193,0,5e-05,1.0
361,1.3201884031295776,0.05860890448093414,0,5e-05,1.0
362,1.3140169382095337,0.07498729228973389,0,5e-05,1.0
363,1.3228241205215454,0.06790923327207565,0,5e-05,1.0
364,1.3219057321548462,0.09034133702516556,0,5e-05,1.0
365,1.3171501159667969,0.07949919253587723,0,5e-05,1.0
366,1.3323665857315063,0.09510795027017593,0,5e-05,1.0
367,1.318228006362915,0.06804078072309494,0,5e-05,1.0
368,1.3249549865722656,0.06954801827669144,0,5e-05,1.0
369,1.30967378616333,0.06166704744100571,0,5e-05,1.0
370,1.322418212890625,0.0688604936003685,0,5e-05,1.0
371,1.3261828422546387,0.07231982052326202,0,5e-05,1.0
372,1.312104344367981,0.08467000722885132,0,5e-05,1.0
373,1.3183010816574097,0.08124935626983643,0,5e-05,1.0
374,1.3321501016616821,0.05970640107989311,0,5e-05,1.0
375,1.3294792175292969,0.0618419274687767,0,5e-05,1.0
376,1.3116523027420044,0.06700515747070312,0,5e-05,1.0
377,1.3072417974472046,0.06875458359718323,0,5e-05,1.0
378,1.331266164779663,0.0678284615278244,0,5e-05,1.0
379,1.3084734678268433,0.07401934266090393,0,5e-05,1.0
380,1.3004834651947021,0.05937035381793976,0,5e-05,1.0
381,1.325274109840393,0.056741777807474136,0,5e-05,1.0
382,1.3246591091156006,0.08700849115848541,0,5e-05,1.0
383,1.3154098987579346,0.08269906044006348,0,5e-05,1.0
384,1.3177014589309692,0.07699891924858093,0,5e-05,1.0
385,1.3098866939544678,0.0790487751364708,0,5e-05,1.0
386,1.3174967765808105,0.09065895527601242,0,5e-05,1.0
387,1.296430230140686,0.0735701471567154,0,5e-05,1.0
388,1.3200207948684692,0.0836060419678688,0,5e-05,1.0
389,1.316894292831421,0.0922381654381752,0,5e-05,1.0
390,1.3310978412628174,0.08325850963592529,0,5e-05,1.0
391,1.3157659769058228,0.08141238242387772,0,5e-05,1.0
392,1.317966341972351,0.0810120701789856,0,5e-05,1.0
393,1.3326059579849243,0.05677258223295212,0,5e-05,1.0
394,1.312698483467102,0.06994610279798508,0,5e-05,1.0
395,1.3194003105163574,0.0672207623720169,0,5e-05,1.0
396,1.3052141666412354,0.05240011215209961,0,5e-05,1.0
397,1.3290165662765503,0.06814227998256683,0,5e-05,1.0
398,1.3205268383026123,0.06965522468090057,0,5e-05,1.0
399,1.3027719259262085,0.0720488578081131,0,5e-05,1.0
400,1.3253916501998901,0.07278058677911758,0,5e-05,1.0
401,1.3239820003509521,0.07809627056121826,0,5e-05,1.0
402,1.325157642364502,0.06758790463209152,0,5e-05,1.0
403,1.3304462432861328,0.06685435026884079,0,5e-05,1.0
404,1.3190439939498901,0.06794935464859009,0,5e-05,1.0
405,1.322554588317871,0.07979201525449753,0,5e-05,1.0
406,1.3184285163879395,0.06592398881912231,0,5e-05,1.0
407,1.319871425628662,0.07462655007839203,0,5e-05,1.0
408,1.321170687675476,0.09783799946308136,0,5e-05,1.0
409,1.3252309560775757,0.08055595308542252,0,5e-05,1.0
410,1.3128657341003418,0.06558246910572052,0,5e-05,1.0
411,1.3164563179016113,0.08630741387605667,0,5e-05,1.0
412,1.3286997079849243,0.08535347133874893,0,5e-05,1.0
413,1.3133257627487183,0.0732782855629921,0,5e-05,1.0
414,1.3152239322662354,0.07811058312654495,0,5e-05,1.0
415,1.3118304014205933,0.07484015077352524,0,5e-05,1.0
416,1.330000638961792,0.09685809165239334,0,5e-05,1.0
417,1.311823844909668,0.07237512618303299,0,5e-05,1.0
418,1.3230997323989868,0.07309966534376144,0,5e-05,1.0
419,1.337357997894287,0.10265544801950455,0,5e-05,1.0
420,1.312062382698059,0.05732530727982521,0,5e-05,1.0
421,1.3269164562225342,0.08715776354074478,0,5e-05,1.0
422,1.3196269273757935,0.08623651415109634,0,5e-05,1.0
423,1.3285008668899536,0.05613759532570839,0,5e-05,1.0
424,1.3214703798294067,0.0737890675663948,0,5e-05,1.0
425,1.3129425048828125,0.06956428289413452,0,5e-05,1.0
426,1.3116340637207031,0.09827377647161484,0,5e-05,1.0
427,1.320576548576355,0.06963428109884262,0,5e-05,1.0
428,1.3187122344970703,0.0626818984746933,0,5e-05,1.0
429,1.313446283340454,0.09243247658014297,0,5e-05,1.0
430,1.321730375289917,0.06316620111465454,0,5e-05,1.0
431,1.3214224576950073,0.07935534417629242,0,5e-05,1.0
432,1.3220716714859009,0.06706774234771729,0,5e-05,1.0
433,1.3197354078292847,0.1057237982749939,0,5e-05,1.0
434,1.324458360671997,0.08040596544742584,0,5e-05,1.0
435,1.3253647089004517,0.09302188456058502,0,5e-05,1.0
436,1.3045024871826172,0.06981147080659866,0,5e-05,1.0
437,1.3216334581375122,0.07568126916885376,0,5e-05,1.0
438,1.3244916200637817,0.07049089670181274,0,5e-05,1.0
439,1.326113224029541,0.07533742487430573,0,5e-05,1.0
440,1.3263448476791382,0.06758721172809601,0,5e-05,1.0
